Year,Sex,Age Group,Population Category/Ethnic,Population ('000)
2006,Male,00-04,Bumiputera,921.3
2006,Male,05-09,Bumiputera,970.5
2006,Male,10-14,Bumiputera,955.9
2006,Male,15-19,Bumiputera,885.4
2006,Male,20-24,Bumiputera,805
2006,Male,25-29,Bumiputera,637.1
2006,Male,30-34,Bumiputera,544.1
2006,Male,35-39,Bumiputera,512.3
2006,Male,40-44,Bumiputera,479.1
2006,Male,45-49,Bumiputera,416.9
2006,Male,50-54,Bumiputera,337.7
2006,Male,55-59,Bumiputera,252.5
2006,Male,60-64,Bumiputera,174.3
2006,Male,65-69,Bumiputera,129.4
2006,Male,70-74,Bumiputera,83.4
2006,Male,75-79,Bumiputera,54.5
2006,Male,80+,Bumiputera,47.5
2006,Male,Total,Bumiputera,8206.8
2006,Female,00-04,Bumiputera,874.5
2006,Female,05-09,Bumiputera,921.6
2006,Female,10-14,Bumiputera,916.6
2006,Female,15-19,Bumiputera,870
2006,Female,20-24,Bumiputera,792.7
2006,Female,25-29,Bumiputera,626.9
2006,Female,30-34,Bumiputera,547.7
2006,Female,35-39,Bumiputera,523.4
2006,Female,40-44,Bumiputera,475.1
2006,Female,45-49,Bumiputera,409.9
2006,Female,50-54,Bumiputera,328.4
2006,Female,55-59,Bumiputera,247.3
2006,Female,60-64,Bumiputera,173.3
2006,Female,65-69,Bumiputera,138.4
2006,Female,70-74,Bumiputera,95.4
2006,Female,75-79,Bumiputera,65.7
2006,Female,80+,Bumiputera,59.9
2006,Female,Total,Bumiputera,8066.8
2007,Total,00-04,Bumiputera,1796.5
2007,Total,05-09,Bumiputera,1889
2007,Total,10-14,Bumiputera,1882.7
2007,Total,15-19,Bumiputera,1788.1
2007,Total,20-24,Bumiputera,1637
2007,Total,25-29,Bumiputera,1333.7
2007,Total,30-34,Bumiputera,1109.7
2007,Total,35-39,Bumiputera,1046.2
2007,Total,40-44,Bumiputera,974.8
2007,Total,45-49,Bumiputera,855.4
2007,Total,50-54,Bumiputera,695.2
2007,Total,55-59,Bumiputera,528.9
2007,Total,60-64,Bumiputera,369.8
2007,Total,65-69,Bumiputera,274.1
2007,Total,70-74,Bumiputera,190.1
2007,Total,75-79,Bumiputera,121
2007,Total,80+,Bumiputera,114.9
2007,Total,Total,Bumiputera,16607.1
2007,Male,00-04,Bumiputera,920.9
2007,Male,05-09,Bumiputera,969
2007,Male,10-14,Bumiputera,961.5
2007,Male,15-19,Bumiputera,902.2
2007,Male,20-24,Bumiputera,823.1
2007,Male,25-29,Bumiputera,673.7
2007,Male,30-34,Bumiputera,555.8
2007,Male,35-39,Bumiputera,517.8
2007,Male,40-44,Bumiputera,488.3
2007,Male,45-49,Bumiputera,431.9
2007,Male,50-54,Bumiputera,351.6
2007,Male,55-59,Bumiputera,267
2007,Male,60-64,Bumiputera,185
2007,Male,65-69,Bumiputera,133.1
2007,Male,70-74,Bumiputera,89
2007,Male,75-79,Bumiputera,54.6
2007,Male,80+,Bumiputera,50.6
2007,Male,Total,Bumiputera,8375.1
2007,Female,00-04,Bumiputera,875.6
2007,Female,05-09,Bumiputera,919.9
2007,Female,10-14,Bumiputera,921.2
2007,Female,15-19,Bumiputera,885.9
2007,Female,20-24,Bumiputera,813.9
2007,Female,25-29,Bumiputera,660.1
2007,Female,30-34,Bumiputera,553.9
2007,Female,35-39,Bumiputera,528.4
2007,Female,40-44,Bumiputera,486.4
2007,Female,45-49,Bumiputera,423.6
2007,Female,50-54,Bumiputera,343.7
2007,Female,55-59,Bumiputera,261.8
2007,Female,60-64,Bumiputera,184.8
2007,Female,65-69,Bumiputera,141
2007,Female,70-74,Bumiputera,101.1
2007,Female,75-79,Bumiputera,66.4
2007,Female,80+,Bumiputera,64.3
2007,Female,Total,Bumiputera,8232.1
2008,Total,00-04,Bumiputera,1805.1
2008,Total,05-09,Bumiputera,1885.1
2008,Total,10-14,Bumiputera,1884.9
2008,Total,15-19,Bumiputera,1822.7
2008,Total,20-24,Bumiputera,1666.5
2008,Total,25-29,Bumiputera,1412.3
2008,Total,30-34,Bumiputera,1129
2008,Total,35-39,Bumiputera,1058.8
2008,Total,40-44,Bumiputera,992.2
2008,Total,45-49,Bumiputera,883.1
2008,Total,50-54,Bumiputera,726.1
2008,Total,55-59,Bumiputera,555.6
2008,Total,60-64,Bumiputera,396.7
2008,Total,65-69,Bumiputera,278.6
2008,Total,70-74,Bumiputera,203.8
2008,Total,75-79,Bumiputera,120.6
2008,Total,80+,Bumiputera,122.3
2008,Total,Total,Bumiputera,16943.2
2008,Male,00-04,Bumiputera,924.4
2008,Male,05-09,Bumiputera,967.2
2008,Male,10-14,Bumiputera,963.1
2008,Male,15-19,Bumiputera,920.5
2008,Male,20-24,Bumiputera,835.7
2008,Male,25-29,Bumiputera,713.6
2008,Male,30-34,Bumiputera,568.6
2008,Male,35-39,Bumiputera,525.2
2008,Male,40-44,Bumiputera,495.1
2008,Male,45-49,Bumiputera,447
2008,Male,50-54,Bumiputera,366.2
2008,Male,55-59,Bumiputera,280.5
2008,Male,60-64,Bumiputera,197.8
2008,Male,65-69,Bumiputera,135.7
2008,Male,70-74,Bumiputera,95.6
2008,Male,75-79,Bumiputera,54.4
2008,Male,80+,Bumiputera,53.6
2008,Male,Total,Bumiputera,8544.1
2008,Female,00-04,Bumiputera,880.7
2008,Female,05-09,Bumiputera,917.8
2008,Female,10-14,Bumiputera,921.8
2008,Female,15-19,Bumiputera,902.2
2008,Female,20-24,Bumiputera,830.8
2008,Female,25-29,Bumiputera,698.6
2008,Female,30-34,Bumiputera,560.5
2008,Female,35-39,Bumiputera,533.6
2008,Female,40-44,Bumiputera,497.1
2008,Female,45-49,Bumiputera,436.1
2008,Female,50-54,Bumiputera,359.9
2008,Female,55-59,Bumiputera,275.1
2008,Female,60-64,Bumiputera,198.9
2008,Female,65-69,Bumiputera,142.8
2008,Female,70-74,Bumiputera,108.2
2008,Female,75-79,Bumiputera,66.2
2008,Female,80+,Bumiputera,68.7
2008,Female,Total,Bumiputera,8399.1
2009,Total,00-04,Bumiputera,1819.7
2009,Total,05-09,Bumiputera,1891.5
2009,Total,10-14,Bumiputera,1881.7
2009,Total,15-19,Bumiputera,1854.8
2009,Total,20-24,Bumiputera,1693.7
2009,Total,25-29,Bumiputera,1488.3
2009,Total,30-34,Bumiputera,1156.6
2009,Total,35-39,Bumiputera,1074.1
2009,Total,40-44,Bumiputera,1006.9
2009,Total,45-49,Bumiputera,909.4
2009,Total,50-54,Bumiputera,757.9
2009,Total,55-59,Bumiputera,581.1
2009,Total,60-64,Bumiputera,425.8
2009,Total,65-69,Bumiputera,285
2009,Total,70-74,Bumiputera,216
2009,Total,75-79,Bumiputera,122.1
2009,Total,80+,Bumiputera,128.5
2009,Total,Total,Bumiputera,17293.1
2009,Male,00-04,Bumiputera,933.1
2009,Male,05-09,Bumiputera,969.3
2009,Male,10-14,Bumiputera,962
2009,Male,15-19,Bumiputera,937.8
2009,Male,20-24,Bumiputera,847.1
2009,Male,25-29,Bumiputera,751.3
2009,Male,30-34,Bumiputera,585.4
2009,Male,35-39,Bumiputera,534.7
2009,Male,40-44,Bumiputera,500.4
2009,Male,45-49,Bumiputera,461.4
2009,Male,50-54,Bumiputera,381.4
2009,Male,55-59,Bumiputera,293.3
2009,Male,60-64,Bumiputera,211.7
2009,Male,65-69,Bumiputera,139
2009,Male,70-74,Bumiputera,101.7
2009,Male,75-79,Bumiputera,55.5
2009,Male,80+,Bumiputera,55.9
2009,Male,Total,Bumiputera,8720.8
2009,Female,00-04,Bumiputera,886.6
2009,Female,05-09,Bumiputera,922.2
2009,Female,10-14,Bumiputera,919.7
2009,Female,15-19,Bumiputera,917.1
2009,Female,20-24,Bumiputera,846.6
2009,Female,25-29,Bumiputera,737
2009,Female,30-34,Bumiputera,571.2
2009,Female,35-39,Bumiputera,539.4
2009,Female,40-44,Bumiputera,506.5
2009,Female,45-49,Bumiputera,448
2009,Female,50-54,Bumiputera,376.6
2009,Female,55-59,Bumiputera,287.9
2009,Female,60-64,Bumiputera,214.2
2009,Female,65-69,Bumiputera,146
2009,Female,70-74,Bumiputera,114.3
2009,Female,75-79,Bumiputera,66.7
2009,Female,80+,Bumiputera,72.6
2009,Female,Total,Bumiputera,8572.3
2010,Total,00-04,Bumiputera,1836.2
2010,Total,05-09,Bumiputera,1910
2010,Total,10-14,Bumiputera,1879.7
2010,Total,15-19,Bumiputera,1883.2
2010,Total,20-24,Bumiputera,1727.6
2010,Total,25-29,Bumiputera,1554.6
2010,Total,30-34,Bumiputera,1198.6
2010,Total,35-39,Bumiputera,1091.3
2010,Total,40-44,Bumiputera,1020.9
2010,Total,45-49,Bumiputera,933.9
2010,Total,50-54,Bumiputera,790.3
2010,Total,55-59,Bumiputera,607.9
2010,Total,60-64,Bumiputera,454.6
2010,Total,65-69,Bumiputera,297.2
2010,Total,70-74,Bumiputera,224.7
2010,Total,75-79,Bumiputera,128.1
2010,Total,80+,Bumiputera,138.2
2010,Total,Total,Bumiputera,17676.8
2010,Male,00-04,Bumiputera,942
2010,Male,05-09,Bumiputera,978.7
2010,Male,10-14,Bumiputera,961.8
2010,Male,15-19,Bumiputera,953.1
2010,Male,20-24,Bumiputera,862.6
2010,Male,25-29,Bumiputera,783.1
2010,Male,30-34,Bumiputera,608.8
2010,Male,35-39,Bumiputera,545.7
2010,Male,40-44,Bumiputera,506
2010,Male,45-49,Bumiputera,474.2
2010,Male,50-54,Bumiputera,397.7
2010,Male,55-59,Bumiputera,306.6
2010,Male,60-64,Bumiputera,225.6
2010,Male,65-69,Bumiputera,144.8
2010,Male,70-74,Bumiputera,106
2010,Male,75-79,Bumiputera,58.6
2010,Male,80+,Bumiputera,59.8
2010,Male,Total,Bumiputera,8915.2
2010,Female,00-04,Bumiputera,894.2
2010,Female,05-09,Bumiputera,931.2
2010,Female,10-14,Bumiputera,917.9
2010,Female,15-19,Bumiputera,930.1
2010,Female,20-24,Bumiputera,865
2010,Female,25-29,Bumiputera,771.4
2010,Female,30-34,Bumiputera,589.7
2010,Female,35-39,Bumiputera,545.5
2010,Female,40-44,Bumiputera,514.8
2010,Female,45-49,Bumiputera,459.7
2010,Female,50-54,Bumiputera,392.7
2010,Female,55-59,Bumiputera,301.3
2010,Female,60-64,Bumiputera,229
2010,Female,65-69,Bumiputera,152.4
2010,Female,70-74,Bumiputera,118.8
2010,Female,75-79,Bumiputera,69.4
2010,Female,80+,Bumiputera,78.4
2010,Female,Total,Bumiputera,8761.6
2011,Total,00-04,Bumiputera,1831.9
2011,Total,05-09,Bumiputera,1888.3
2011,Total,10-14,Bumiputera,1891.1
2011,Total,15-19,Bumiputera,1893
2011,Total,20-24,Bumiputera,1759.4
2011,Total,25-29,Bumiputera,1604.8
2011,Total,30-34,Bumiputera,1254.9
2011,Total,35-39,Bumiputera,1101.1
2011,Total,40-44,Bumiputera,1031.9
2011,Total,45-49,Bumiputera,952.1
2011,Total,50-54,Bumiputera,818.7
2011,Total,55-59,Bumiputera,636.6
2011,Total,60-64,Bumiputera,478.7
2011,Total,65-69,Bumiputera,313.9
2011,Total,70-74,Bumiputera,230.8
2011,Total,75-79,Bumiputera,134.7
2011,Total,80+,Bumiputera,142.4
2011,Total,Total,Bumiputera,17964.2
2011,Male,00-04,Bumiputera,940.3
2011,Male,05-09,Bumiputera,967.7
2011,Male,10-14,Bumiputera,968.2
2011,Male,15-19,Bumiputera,960.5
2011,Male,20-24,Bumiputera,880.6
2011,Male,25-29,Bumiputera,806.3
2011,Male,30-34,Bumiputera,636.8
2011,Male,35-39,Bumiputera,551.9
2011,Male,40-44,Bumiputera,510.1
2011,Male,45-49,Bumiputera,481.1
2011,Male,50-54,Bumiputera,412.1
2011,Male,55-59,Bumiputera,320.2
2011,Male,60-64,Bumiputera,237.5
2011,Male,65-69,Bumiputera,152.7
2011,Male,70-74,Bumiputera,108.7
2011,Male,75-79,Bumiputera,61.9
2011,Male,80+,Bumiputera,61.7
2011,Male,Total,Bumiputera,9058.4
2011,Female,00-04,Bumiputera,891.6
2011,Female,05-09,Bumiputera,920.6
2011,Female,10-14,Bumiputera,922.9
2011,Female,15-19,Bumiputera,932.4
2011,Female,20-24,Bumiputera,878.7
2011,Female,25-29,Bumiputera,798.5
2011,Female,30-34,Bumiputera,618
2011,Female,35-39,Bumiputera,549.2
2011,Female,40-44,Bumiputera,521.8
2011,Female,45-49,Bumiputera,471
2011,Female,50-54,Bumiputera,406.6
2011,Female,55-59,Bumiputera,316.3
2011,Female,60-64,Bumiputera,241.1
2011,Female,65-69,Bumiputera,161.1
2011,Female,70-74,Bumiputera,122.2
2011,Female,75-79,Bumiputera,72.8
2011,Female,80+,Bumiputera,80.8
2011,Female,Total,Bumiputera,8905.8
2012,Total,00-04,Bumiputera,1847.2
2012,Total,05-09,Bumiputera,1865
2012,Total,10-14,Bumiputera,1900.8
2012,Total,15-19,Bumiputera,1892.2
2012,Total,20-24,Bumiputera,1790.3
2012,Total,25-29,Bumiputera,1636.1
2012,Total,30-34,Bumiputera,1326.5
2012,Total,35-39,Bumiputera,1109.4
2012,Total,40-44,Bumiputera,1042.7
2012,Total,45-49,Bumiputera,967.3
2012,Total,50-54,Bumiputera,844.3
2012,Total,55-59,Bumiputera,667.5
2012,Total,60-64,Bumiputera,500.3
2012,Total,65-69,Bumiputera,336.1
2012,Total,70-74,Bumiputera,233.8
2012,Total,75-79,Bumiputera,144.8
2012,Total,80+,Bumiputera,145.5
2012,Total,Total,Bumiputera,18249.9
2012,Male,00-04,Bumiputera,949.7
2012,Male,05-09,Bumiputera,955.3
2012,Male,10-14,Bumiputera,973.8
2012,Male,15-19,Bumiputera,962.8
2012,Male,20-24,Bumiputera,899.1
2012,Male,25-29,Bumiputera,819.4
2012,Male,30-34,Bumiputera,672.3
2012,Male,35-39,Bumiputera,557.7
2012,Male,40-44,Bumiputera,515.4
2012,Male,45-49,Bumiputera,485.5
2012,Male,50-54,Bumiputera,425.8
2012,Male,55-59,Bumiputera,334.4
2012,Male,60-64,Bumiputera,248.8
2012,Male,65-69,Bumiputera,163.2
2012,Male,70-74,Bumiputera,110.1
2012,Male,75-79,Bumiputera,66.3
2012,Male,80+,Bumiputera,63.5
2012,Male,Total,Bumiputera,9203.3
2012,Female,00-04,Bumiputera,897.5
2012,Female,05-09,Bumiputera,909.7
2012,Female,10-14,Bumiputera,927
2012,Female,15-19,Bumiputera,929.4
2012,Female,20-24,Bumiputera,891.2
2012,Female,25-29,Bumiputera,816.6
2012,Female,30-34,Bumiputera,654.1
2012,Female,35-39,Bumiputera,551.7
2012,Female,40-44,Bumiputera,527.3
2012,Female,45-49,Bumiputera,481.9
2012,Female,50-54,Bumiputera,418.5
2012,Female,55-59,Bumiputera,333.1
2012,Female,60-64,Bumiputera,251.5
2012,Female,65-69,Bumiputera,172.9
2012,Female,70-74,Bumiputera,123.7
2012,Female,75-79,Bumiputera,78.5
2012,Female,80+,Bumiputera,82
2012,Female,Total,Bumiputera,9046.6
2013,Total,00-04,Bumiputera,1867
2013,Total,05-09,Bumiputera,1847
2013,Total,10-14,Bumiputera,1905
2013,Total,15-19,Bumiputera,1886.2
2013,Total,20-24,Bumiputera,1823.3
2013,Total,25-29,Bumiputera,1664.6
2013,Total,30-34,Bumiputera,1408.3
2013,Total,35-39,Bumiputera,1121.8
2013,Total,40-44,Bumiputera,1054
2013,Total,45-49,Bumiputera,980
2013,Total,50-54,Bumiputera,868.8
2013,Total,55-59,Bumiputera,698.9
2013,Total,60-64,Bumiputera,521.6
2013,Total,65-69,Bumiputera,361.9
2013,Total,70-74,Bumiputera,235.9
2013,Total,75-79,Bumiputera,155.8
2013,Total,80+,Bumiputera,149.1
2013,Total,Total,Bumiputera,18549.1
2013,Male,00-04,Bumiputera,962.8
2013,Male,05-09,Bumiputera,945.6
2013,Male,10-14,Bumiputera,976.5
2013,Male,15-19,Bumiputera,961.3
2013,Male,20-24,Bumiputera,918.7
2013,Male,25-29,Bumiputera,830.5
2013,Male,30-34,Bumiputera,712
2013,Male,35-39,Bumiputera,566.1
2013,Male,40-44,Bumiputera,521.9
2013,Male,45-49,Bumiputera,488
2013,Male,50-54,Bumiputera,439.1
2013,Male,55-59,Bumiputera,348.9
2013,Male,60-64,Bumiputera,259.7
2013,Male,65-69,Bumiputera,175.5
2013,Male,70-74,Bumiputera,111.1
2013,Male,75-79,Bumiputera,71
2013,Male,80+,Bumiputera,65.5
2013,Male,Total,Bumiputera,9354.2
2013,Female,00-04,Bumiputera,904.2
2013,Female,05-09,Bumiputera,901.3
2013,Female,10-14,Bumiputera,928.4
2013,Female,15-19,Bumiputera,924.9
2013,Female,20-24,Bumiputera,904.6
2013,Female,25-29,Bumiputera,834.1
2013,Female,30-34,Bumiputera,696.3
2013,Female,35-39,Bumiputera,555.7
2013,Female,40-44,Bumiputera,532.1
2013,Female,45-49,Bumiputera,492.1
2013,Female,50-54,Bumiputera,429.7
2013,Female,55-59,Bumiputera,350
2013,Female,60-64,Bumiputera,261.9
2013,Female,65-69,Bumiputera,186.4
2013,Female,70-74,Bumiputera,124.8
2013,Female,75-79,Bumiputera,84.8
2013,Female,80+,Bumiputera,83.6
2013,Female,Total,Bumiputera,9194.9
2014,Total,00-04,Bumiputera,1879
2014,Total,05-09,Bumiputera,1842.5
2014,Total,10-14,Bumiputera,1907.9
2014,Total,15-19,Bumiputera,1879.5
2014,Total,20-24,Bumiputera,1860.4
2014,Total,25-29,Bumiputera,1695.2
2014,Total,30-34,Bumiputera,1489.4
2014,Total,35-39,Bumiputera,1147.7
2014,Total,40-44,Bumiputera,1065.8
2014,Total,45-49,Bumiputera,991
2014,Total,50-54,Bumiputera,891.3
2014,Total,55-59,Bumiputera,728.3
2014,Total,60-64,Bumiputera,543.3
2014,Total,65-69,Bumiputera,386.7
2014,Total,70-74,Bumiputera,240.3
2014,Total,75-79,Bumiputera,164.4
2014,Total,80+,Bumiputera,154
2014,Total,Total,Bumiputera,18866.8
2014,Male,00-04,Bumiputera,970
2014,Male,05-09,Bumiputera,944.7
2014,Male,10-14,Bumiputera,977.7
2014,Male,15-19,Bumiputera,959.9
2014,Male,20-24,Bumiputera,940.1
2014,Male,25-29,Bumiputera,844.4
2014,Male,30-34,Bumiputera,749.7
2014,Male,35-39,Bumiputera,581.4
2014,Male,40-44,Bumiputera,528.7
2014,Male,45-49,Bumiputera,489.7
2014,Male,50-54,Bumiputera,451.3
2014,Male,55-59,Bumiputera,362.4
2014,Male,60-64,Bumiputera,269.9
2014,Male,65-69,Bumiputera,187.3
2014,Male,70-74,Bumiputera,113.2
2014,Male,75-79,Bumiputera,74.5
2014,Male,80+,Bumiputera,68.3
2014,Male,Total,Bumiputera,9513.2
2014,Female,00-04,Bumiputera,908.9
2014,Female,05-09,Bumiputera,897.7
2014,Female,10-14,Bumiputera,930.2
2014,Female,15-19,Bumiputera,919.6
2014,Female,20-24,Bumiputera,920.3
2014,Female,25-29,Bumiputera,850.8
2014,Female,30-34,Bumiputera,739.7
2014,Female,35-39,Bumiputera,566.3
2014,Female,40-44,Bumiputera,537.1
2014,Female,45-49,Bumiputera,501.3
2014,Female,50-54,Bumiputera,440.1
2014,Female,55-59,Bumiputera,366
2014,Female,60-64,Bumiputera,273.4
2014,Female,65-69,Bumiputera,199.4
2014,Female,70-74,Bumiputera,127.1
2014,Female,75-79,Bumiputera,89.9
2014,Female,80+,Bumiputera,85.7
2014,Female,Total,Bumiputera,9353.7
2015,Total,00-04,Bumiputera,1906.6
2015,Total,05-09,Bumiputera,1835.4
2015,Total,10-14,Bumiputera,1907.1
2015,Total,15-19,Bumiputera,1872.9
2015,Total,20-24,Bumiputera,1884.5
2015,Total,25-29,Bumiputera,1730
2015,Total,30-34,Bumiputera,1551.6
2015,Total,35-39,Bumiputera,1188.6
2015,Total,40-44,Bumiputera,1076.8
2015,Total,45-49,Bumiputera,1001.3
2015,Total,50-54,Bumiputera,910.7
2015,Total,55-59,Bumiputera,756.3
2015,Total,60-64,Bumiputera,569
2015,Total,65-69,Bumiputera,410.1
2015,Total,70-74,Bumiputera,250.6
2015,Total,75-79,Bumiputera,170
2015,Total,80+,Bumiputera,161.5
2015,Total,Total,Bumiputera,19182.7
2015,Male,00-04,Bumiputera,983.6
2015,Male,05-09,Bumiputera,942.3
2015,Male,10-14,Bumiputera,977.7
2015,Male,15-19,Bumiputera,957.5
2015,Male,20-24,Bumiputera,951.9
2015,Male,25-29,Bumiputera,863.1
2015,Male,30-34,Bumiputera,777.5
2015,Male,35-39,Bumiputera,602.9
2015,Male,40-44,Bumiputera,535.9
2015,Male,45-49,Bumiputera,492.6
2015,Male,50-54,Bumiputera,459.8
2015,Male,55-59,Bumiputera,376.4
2015,Male,60-64,Bumiputera,281.9
2015,Male,65-69,Bumiputera,198.7
2015,Male,70-74,Bumiputera,117.8
2015,Male,75-79,Bumiputera,76.9
2015,Male,80+,Bumiputera,72.3
2015,Male,Total,Bumiputera,9668.7
2015,Female,00-04,Bumiputera,923
2015,Female,05-09,Bumiputera,893.1
2015,Female,10-14,Bumiputera,929.4
2015,Female,15-19,Bumiputera,915.4
2015,Female,20-24,Bumiputera,932.6
2015,Female,25-29,Bumiputera,866.9
2015,Female,30-34,Bumiputera,774.1
2015,Female,35-39,Bumiputera,585.6
2015,Female,40-44,Bumiputera,540.9
2015,Female,45-49,Bumiputera,508.7
2015,Female,50-54,Bumiputera,450.8
2015,Female,55-59,Bumiputera,380
2015,Female,60-64,Bumiputera,287
2015,Female,65-69,Bumiputera,211.4
2015,Female,70-74,Bumiputera,132.7
2015,Female,75-79,Bumiputera,93.1
2015,Female,80+,Bumiputera,89.2
2015,Female,Total,Bumiputera,9514.1
2016,Total,00-04,Bumiputera,1945.1
2016,Total,05-09,Bumiputera,1830.9
2016,Total,10-14,Bumiputera,1884.9
2016,Total,15-19,Bumiputera,1884.1
2016,Total,20-24,Bumiputera,1888.3
2016,Total,25-29,Bumiputera,1760
2016,Total,30-34,Bumiputera,1601.1
2016,Total,35-39,Bumiputera,1245.6
2016,Total,40-44,Bumiputera,1087.6
2016,Total,45-49,Bumiputera,1010.8
2016,Total,50-54,Bumiputera,927.7
2016,Total,55-59,Bumiputera,782.8
2016,Total,60-64,Bumiputera,595.1
2016,Total,65-69,Bumiputera,432.3
2016,Total,70-74,Bumiputera,264.8
2016,Total,75-79,Bumiputera,176.3
2016,Total,80+,Bumiputera,167.7
2016,Total,Total,Bumiputera,19485.3
2016,Male,00-04,Bumiputera,1004.6
2016,Male,05-09,Bumiputera,942.3
2016,Male,10-14,Bumiputera,966.3
2016,Male,15-19,Bumiputera,963.6
2016,Male,20-24,Bumiputera,955.5
2016,Male,25-29,Bumiputera,879.3
2016,Male,30-34,Bumiputera,800.2
2016,Male,35-39,Bumiputera,631.7
2016,Male,40-44,Bumiputera,543.2
2016,Male,45-49,Bumiputera,496.2
2016,Male,50-54,Bumiputera,466
2016,Male,55-59,Bumiputera,390.8
2016,Male,60-64,Bumiputera,293.9
2016,Male,65-69,Bumiputera,209.9
2016,Male,70-74,Bumiputera,124.2
2016,Male,75-79,Bumiputera,79.6
2016,Male,80+,Bumiputera,75.5
2016,Male,Total,Bumiputera,9822.7
2016,Female,00-04,Bumiputera,940.5
2016,Female,05-09,Bumiputera,888.6
2016,Female,10-14,Bumiputera,918.6
2016,Female,15-19,Bumiputera,920.4
2016,Female,20-24,Bumiputera,932.8
2016,Female,25-29,Bumiputera,880.7
2016,Female,30-34,Bumiputera,800.9
2016,Female,35-39,Bumiputera,613.9
2016,Female,40-44,Bumiputera,544.4
2016,Female,45-49,Bumiputera,514.6
2016,Female,50-54,Bumiputera,461.8
2016,Female,55-59,Bumiputera,392
2016,Female,60-64,Bumiputera,301.3
2016,Female,65-69,Bumiputera,222.5
2016,Female,70-74,Bumiputera,140.6
2016,Female,75-79,Bumiputera,96.6
2016,Female,80+,Bumiputera,92.3
2016,Female,Total,Bumiputera,9662.6
2017,Total,00-04,Bumiputera,1954
2017,Total,05-09,Bumiputera,1847.4
2017,Total,10-14,Bumiputera,1863.7
2017,Total,15-19,Bumiputera,1894.6
2017,Total,20-24,Bumiputera,1886.9
2017,Total,25-29,Bumiputera,1794.7
2017,Total,30-34,Bumiputera,1637.2
2017,Total,35-39,Bumiputera,1319
2017,Total,40-44,Bumiputera,1096.4
2017,Total,45-49,Bumiputera,1022.5
2017,Total,50-54,Bumiputera,941.3
2017,Total,55-59,Bumiputera,808.5
2017,Total,60-64,Bumiputera,623.3
2017,Total,65-69,Bumiputera,452.4
2017,Total,70-74,Bumiputera,283.9
2017,Total,75-79,Bumiputera,179.8
2017,Total,80+,Bumiputera,175.3
2017,Total,Total,Bumiputera,19780.9
2017,Male,00-04,Bumiputera,1008.7
2017,Male,05-09,Bumiputera,952.2
2017,Male,10-14,Bumiputera,955.6
2017,Male,15-19,Bumiputera,969.6
2017,Male,20-24,Bumiputera,956.7
2017,Male,25-29,Bumiputera,898.6
2017,Male,30-34,Bumiputera,815.9
2017,Male,35-39,Bumiputera,667
2017,Male,40-44,Bumiputera,549.8
2017,Male,45-49,Bumiputera,502
2017,Male,50-54,Bumiputera,469
2017,Male,55-59,Bumiputera,404.8
2017,Male,60-64,Bumiputera,306.7
2017,Male,65-69,Bumiputera,219.9
2017,Male,70-74,Bumiputera,132.8
2017,Male,75-79,Bumiputera,81.2
2017,Male,80+,Bumiputera,79
2017,Male,Total,Bumiputera,9969.4
2017,Female,00-04,Bumiputera,945.3
2017,Female,05-09,Bumiputera,895.2
2017,Female,10-14,Bumiputera,908.1
2017,Female,15-19,Bumiputera,925
2017,Female,20-24,Bumiputera,930.2
2017,Female,25-29,Bumiputera,896.1
2017,Female,30-34,Bumiputera,821.2
2017,Female,35-39,Bumiputera,652
2017,Female,40-44,Bumiputera,546.6
2017,Female,45-49,Bumiputera,520.6
2017,Female,50-54,Bumiputera,472.3
2017,Female,55-59,Bumiputera,403.7
2017,Female,60-64,Bumiputera,316.7
2017,Female,65-69,Bumiputera,232.5
2017,Female,70-74,Bumiputera,151.1
2017,Female,75-79,Bumiputera,98.6
2017,Female,80+,Bumiputera,96.3
2017,Female,Total,Bumiputera,9811.5
2018,Total,00-04,Bumiputera,1968.4
2018,Total,05-09,Bumiputera,1866.4
2018,Total,10-14,Bumiputera,1846.3
2018,Total,15-19,Bumiputera,1899.7
2018,Total,20-24,Bumiputera,1879.3
2018,Total,25-29,Bumiputera,1828.3
2018,Total,30-34,Bumiputera,1664
2018,Total,35-39,Bumiputera,1400.3
2018,Total,40-44,Bumiputera,1108.6
2018,Total,45-49,Bumiputera,1034.6
2018,Total,50-54,Bumiputera,952.3
2018,Total,55-59,Bumiputera,831.9
2018,Total,60-64,Bumiputera,651.8
2018,Total,65-69,Bumiputera,471.1
2018,Total,70-74,Bumiputera,307.2
2018,Total,75-79,Bumiputera,182
2018,Total,80+,Bumiputera,183.3
2018,Total,Total,Bumiputera,20075.4
2018,Male,00-04,Bumiputera,1015
2018,Male,05-09,Bumiputera,964.2
2018,Male,10-14,Bumiputera,946.5
2018,Male,15-19,Bumiputera,972.8
2018,Male,20-24,Bumiputera,954.7
2018,Male,25-29,Bumiputera,917.7
2018,Male,30-34,Bumiputera,827.8
2018,Male,35-39,Bumiputera,705.4
2018,Male,40-44,Bumiputera,558.3
2018,Male,45-49,Bumiputera,508.8
2018,Male,50-54,Bumiputera,470.1
2018,Male,55-59,Bumiputera,417.5
2018,Male,60-64,Bumiputera,319.8
2018,Male,65-69,Bumiputera,228.9
2018,Male,70-74,Bumiputera,143.7
2018,Male,75-79,Bumiputera,82.2
2018,Male,80+,Bumiputera,82.8
2018,Male,Total,Bumiputera,10116.1
2018,Female,00-04,Bumiputera,953.4
